stock,5,10,15,20
300149.SZ,300149.SZ,300149.SZ,300149.SZ,300149.SZ
300150.SZ,300150.SZ,300150.SZ,300150.SZ,300150.SZ
300151.SZ,600610.SH,600610.SH,600610.SH,600610.SH
300152.SZ,002604.SZ,002604.SZ,000156.SZ,000156.SZ
300153.SZ,300278.SZ,300278.SZ,300278.SZ,300278.SZ
300154.SZ,000722.SZ,002070.SZ,600193.SH,600193.SH
300155.SZ,002487.SZ,002487.SZ,002606.SZ,002606.SZ
300156.SZ,000820.SZ,002143.SZ,002569.SZ,002143.SZ
300157.SZ,002072.SZ,600477.SH,300115.SZ,600110.SH
300158.SZ,000506.SZ,000506.SZ,300004.SZ,300004.SZ
300159.SZ,002499.SZ,002739.SZ,002721.SZ,300362.SZ
300160.SZ,601801.SH,601801.SH,601801.SH,002175.SZ
300161.SZ,300211.SZ,600610.SH,600610.SH,600610.SH
300162.SZ,603887.SH,600610.SH,600610.SH,600610.SH
300163.SZ,000812.SZ,000812.SZ,000812.SZ,000812.SZ
300164.SZ,600680.SH,600680.SH,600680.SH,600680.SH
300165.SZ,002070.SZ,002070.SZ,600610.SH,600610.SH
300166.SZ,600666.SH,600666.SH,600666.SH,600666.SH
300167.SZ,000506.SZ,002619.SZ,002619.SZ,002619.SZ
300168.SZ,600401.SH,600401.SH,600401.SH,600401.SH
300169.SZ,600680.SH,600680.SH,600680.SH,600680.SH
300170.SZ,300226.SZ,300226.SZ,601100.SH,601100.SH
300171.SZ,000917.SZ,600356.SH,002786.SZ,002070.SZ
300172.SZ,600666.SH,600666.SH,600666.SH,600666.SH
300173.SZ,000679.SZ,000679.SZ,002619.SZ,002619.SZ
300174.SZ,300267.SZ,603108.SH,002207.SZ,600664.SH
300175.SZ,600573.SH,600573.SH,002606.SZ,002606.SZ
300176.SZ,600703.SH,600703.SH,600703.SH,600703.SH
300177.SZ,600401.SH,600401.SH,600401.SH,600401.SH
300178.SZ,000981.SZ,000981.SZ,002005.SZ,002005.SZ
300179.SZ,300179.SZ,300179.SZ,300179.SZ,300179.SZ
300180.SZ,000793.SZ,000793.SZ,000793.SZ,000793.SZ
300181.SZ,600825.SH,000547.SZ,000547.SZ,000547.SZ
300182.SZ,600221.SH,600221.SH,600221.SH,600221.SH
300183.SZ,600221.SH,600157.SH,600157.SH,600157.SH
300184.SZ,300184.SZ,300184.SZ,300184.SZ,300184.SZ
300185.SZ,601929.SH,002070.SZ,002070.SZ,002070.SZ
300187.SZ,600978.SH,600122.SH,600122.SH,002604.SZ
300188.SZ,300316.SZ,300567.SZ,300009.SZ,002419.SZ
300189.SZ,300189.SZ,300189.SZ,300189.SZ,300189.SZ
300190.SZ,300281.SZ,000506.SZ,002604.SZ,002604.SZ
300191.SZ,002070.SZ,300216.SZ,600610.SH,600610.SH
300192.SZ,600221.SH,600221.SH,600221.SH,300090.SZ
300193.SZ,600316.SH,601928.SH,600680.SH,600680.SH
300194.SZ,300063.SZ,002606.SZ,601016.SH,002606.SZ
300195.SZ,600221.SH,600221.SH,600221.SH,600221.SH
300196.SZ,002787.SZ,002606.SZ,002606.SZ,002606.SZ
300197.SZ,002219.SZ,600666.SH,600666.SH,002739.SZ
300198.SZ,000751.SZ,000751.SZ,002663.SZ,002663.SZ
300199.SZ,300510.SZ,002252.SZ,002739.SZ,002252.SZ
300200.SZ,600769.SH,600662.SH,600662.SH,300368.SZ
300201.SZ,600035.SH,300040.SZ,000812.SZ,000812.SZ
300202.SZ,300090.SZ,300090.SZ,300411.SZ,300090.SZ
300203.SZ,600515.SH,002098.SZ,603016.SH,603016.SH
300204.SZ,002070.SZ,002070.SZ,002070.SZ,002070.SZ
300205.SZ,600775.SH,600677.SH,600680.SH,600680.SH
300206.SZ,000598.SZ,000783.SZ,000783.SZ,000783.SZ
300207.SZ,600446.SH,600446.SH,002064.SZ,002017.SZ
300208.SZ,002263.SZ,300032.SZ,300032.SZ,300032.SZ
300209.SZ,600076.SH,600076.SH,600076.SH,300032.SZ
300210.SZ,002606.SZ,002606.SZ,002606.SZ,002606.SZ
300211.SZ,600605.SH,600605.SH,600680.SH,600680.SH
300212.SZ,300212.SZ,300212.SZ,300212.SZ,300212.SZ
300213.SZ,300213.SZ,300213.SZ,300213.SZ,300213.SZ
300214.SZ,300305.SZ,300305.SZ,300305.SZ,300305.SZ
300215.SZ,000812.SZ,000812.SZ,000812.SZ,000812.SZ
300216.SZ,600666.SH,600666.SH,600666.SH,600666.SH
300217.SZ,600653.SH,000422.SZ,000422.SZ,000422.SZ
300218.SZ,600272.SH,002606.SZ,002606.SZ,002606.SZ
300219.SZ,002739.SZ,002739.SZ,002739.SZ,002739.SZ
300220.SZ,603333.SH,603333.SH,600975.SH,600975.SH
300221.SZ,002252.SZ,002252.SZ,002252.SZ,002252.SZ
300222.SZ,300219.SZ,300219.SZ,600595.SH,600595.SH
300223.SZ,300223.SZ,300223.SZ,300223.SZ,300223.SZ
300224.SZ,002787.SZ,002787.SZ,002606.SZ,002606.SZ
300225.SZ,601238.SH,300143.SZ,300156.SZ,600539.SH
300226.SZ,600845.SH,600845.SH,trade_date,trade_date
300227.SZ,600870.SH,600870.SH,002739.SZ,002739.SZ
300228.SZ,002413.SZ,002413.SZ,600969.SH,300071.SZ
300229.SZ,002263.SZ,002263.SZ,002625.SZ,002122.SZ
300230.SZ,600666.SH,600666.SH,600666.SH,600666.SH
300231.SZ,002344.SZ,600666.SH,300163.SZ,300163.SZ
300232.SZ,603660.SH,603660.SH,600167.SH,600614.SH
300233.SZ,600610.SH,600610.SH,600610.SH,600610.SH
300234.SZ,600680.SH,600680.SH,600680.SH,600680.SH
300235.SZ,603887.SH,603166.SH,600178.SH,600178.SH
300236.SZ,002189.SZ,002189.SZ,002547.SZ,002547.SZ
300237.SZ,002739.SZ,002739.SZ,002739.SZ,002739.SZ
300238.SZ,600610.SH,600610.SH,601555.SH,601555.SH
300239.SZ,601999.SH,601999.SH,601999.SH,000812.SZ
300240.SZ,002070.SZ,000616.SZ,000616.SZ,002252.SZ
300241.SZ,002122.SZ,002622.SZ,002622.SZ,002622.SZ
300242.SZ,600200.SH,600200.SH,600200.SH,300336.SZ
300243.SZ,300243.SZ,300243.SZ,300243.SZ,300243.SZ
300244.SZ,600685.SH,600610.SH,002604.SZ,002604.SZ
300245.SZ,002263.SZ,002263.SZ,002270.SZ,002270.SZ
300246.SZ,603117.SH,300173.SZ,600610.SH,000564.SZ
300247.SZ,300049.SZ,000564.SZ,000038.SZ,000038.SZ
300248.SZ,000812.SZ,000812.SZ,000812.SZ,000812.SZ
300249.SZ,002739.SZ,002739.SZ,002739.SZ,002739.SZ
300250.SZ,600680.SH,600680.SH,600680.SH,600680.SH
300251.SZ,002078.SZ,601113.SH,601113.SH,601113.SH
300252.SZ,000812.SZ,000812.SZ,000812.SZ,000812.SZ
300253.SZ,300487.SZ,300487.SZ,300487.SZ,300487.SZ
300254.SZ,300442.SZ,300442.SZ,000428.SZ,000428.SZ
300255.SZ,601890.SH,601890.SH,601608.SH,601608.SH
300256.SZ,600666.SH,600666.SH,600666.SH,600666.SH
300257.SZ,600226.SH,600226.SH,002739.SZ,002739.SZ
300258.SZ,300083.SZ,300083.SZ,002219.SZ,002219.SZ
300259.SZ,000793.SZ,000793.SZ,000793.SZ,002739.SZ
300260.SZ,600318.SH,600318.SH,600318.SH,600318.SH
300261.SZ,600790.SH,600790.SH,002122.SZ,002739.SZ
300262.SZ,000900.SZ,000900.SZ,002070.SZ,002070.SZ
300263.SZ,601216.SH,002392.SZ,300115.SZ,300115.SZ
300264.SZ,600257.SH,600257.SH,000812.SZ,000812.SZ
300265.SZ,600724.SH,600680.SH,600680.SH,600680.SH
300266.SZ,002647.SZ,002676.SZ,002569.SZ,002694.SZ
300267.SZ,000900.SZ,000900.SZ,000900.SZ,000900.SZ
300268.SZ,002122.SZ,002122.SZ,002604.SZ,000812.SZ
300269.SZ,600666.SH,600666.SH,600666.SH,600666.SH
300270.SZ,300202.SZ,002252.SZ,002252.SZ,002252.SZ
300271.SZ,300271.SZ,300271.SZ,300271.SZ,300271.SZ
300272.SZ,600401.SH,600401.SH,600401.SH,600401.SH
300273.SZ,300173.SZ,300173.SZ,300173.SZ,002619.SZ
300274.SZ,601012.SH,002230.SZ,002451.SZ,002451.SZ
300275.SZ,600926.SH,300230.SZ,002676.SZ,002694.SZ
300276.SZ,300276.SZ,300276.SZ,300276.SZ,300276.SZ
300277.SZ,002263.SZ,002312.SZ,002312.SZ,002312.SZ
300278.SZ,002739.SZ,002739.SZ,000038.SZ,000038.SZ
300279.SZ,600666.SH,600666.SH,603766.SH,600666.SH
300280.SZ,002470.SZ,002470.SZ,002470.SZ,600681.SH
600651.SH,000008.SZ,600634.SH,002112.SZ,002112.SZ
600652.SH,002739.SZ,002739.SZ,002739.SZ,002739.SZ
600653.SH,300154.SZ,002473.SZ,002473.SZ,002473.SZ
600654.SH,600654.SH,600654.SH,600654.SH,600654.SH
600655.SH,600655.SH,600655.SH,600655.SH,600655.SH
600657.SH,000776.SZ,600089.SH,600089.SH,600089.SH
600658.SH,002739.SZ,002739.SZ,002739.SZ,002739.SZ
600660.SH,600741.SH,600741.SH,600702.SH,300136.SZ
600661.SH,300109.SZ,300109.SZ,300109.SZ,300109.SZ
600662.SH,601968.SH,601968.SH,002473.SZ,002473.SZ
600663.SH,601880.SH,000540.SZ,002074.SZ,600157.SH
600664.SH,600680.SH,600680.SH,600680.SH,600680.SH
600665.SH,600653.SH,600653.SH,000719.SZ,000719.SZ
600666.SH,002604.SZ,300038.SZ,002619.SZ,600401.SH
600667.SH,600206.SH,600206.SH,002600.SZ,002600.SZ
600668.SH,000540.SZ,000415.SZ,002074.SZ,002074.SZ
600671.SH,002051.SZ,002175.SZ,002175.SZ,600401.SH
600673.SH,600673.SH,600673.SH,600673.SH,600673.SH
600674.SH,601231.SH,000100.SZ,000823.SZ,000823.SZ
600675.SH,600408.SH,600408.SH,002070.SZ,002070.SZ
600676.SH,000909.SZ,000909.SZ,002471.SZ,000812.SZ
600677.SH,600775.SH,600775.SH,600680.SH,600680.SH
600678.SH,300071.SZ,000971.SZ,300336.SZ,300336.SZ
600679.SH,000428.SZ,000428.SZ,002606.SZ,002606.SZ
600680.SH,300440.SZ,300440.SZ,002606.SZ,002606.SZ
600681.SH,600401.SH,600401.SH,600401.SH,600401.SH
600682.SH,000793.SZ,000793.SZ,000793.SZ,000793.SZ
600683.SH,002344.SZ,002344.SZ,002344.SZ,000038.SZ
600684.SH,002739.SZ,002739.SZ,002739.SZ,002739.SZ
600685.SH,000099.SZ,600610.SH,600610.SH,600610.SH
600686.SH,000930.SZ,000930.SZ,300510.SZ,300510.SZ
600687.SH,600687.SH,600687.SH,600687.SH,600687.SH
600688.SH,002739.SZ,002739.SZ,002739.SZ,002739.SZ
600689.SH,000616.SZ,000616.SZ,000616.SZ,600157.SH
600690.SH,000418.SZ,000418.SZ,000786.SZ,000786.SZ
600691.SH,000503.SZ,000526.SZ,002426.SZ,002426.SZ
600692.SH,600865.SH,600865.SH,600865.SH,600091.SH
600693.SH,002569.SZ,002569.SZ,002569.SZ,600666.SH
600694.SH,000566.SZ,603116.SH,603116.SH,300336.SZ
600695.SH,002252.SZ,002252.SZ,002252.SZ,002252.SZ
600696.SH,600680.SH,600680.SH,000966.SZ,000966.SZ
600697.SH,000564.SZ,000564.SZ,600200.SH,601801.SH
600698.SH,002684.SZ,002684.SZ,002684.SZ,002739.SZ
600699.SH,002121.SZ,002121.SZ,002121.SZ,002121.SZ
600701.SH,300485.SZ,002739.SZ,002739.SZ,002739.SZ
600702.SH,002426.SZ,600559.SH,002230.SZ,002230.SZ
600703.SH,300467.SZ,300467.SZ,000488.SZ,000488.SZ
600704.SH,300163.SZ,600666.SH,600666.SH,600666.SH
600705.SH,601515.SH,300096.SZ,002070.SZ,002070.SZ
600706.SH,600221.SH,600221.SH,600221.SH,600221.SH
600707.SH,000566.SZ,000566.SZ,600221.SH,600682.SH
600708.SH,000156.SZ,000156.SZ,000156.SZ,000156.SZ
600710.SH,600710.SH,600710.SH,600710.SH,600710.SH
600711.SH,600711.SH,600711.SH,600711.SH,600711.SH
600712.SH,002263.SZ,002263.SZ,000812.SZ,000812.SZ
600713.SH,000701.SZ,000701.SZ,000701.SZ,600157.SH
600714.SH,000701.SZ,000509.SZ,300148.SZ,000038.SZ
600715.SH,002739.SZ,002739.SZ,002739.SZ,002739.SZ
600716.SH,000099.SZ,600664.SH,300252.SZ,000812.SZ
600717.SH,002431.SZ,600750.SH,600750.SH,000820.SZ
600718.SH,002070.SZ,002070.SZ,000812.SZ,000812.SZ
600719.SH,000156.SZ,000156.SZ,000156.SZ,000156.SZ
600720.SH,601666.SH,601666.SH,601666.SH,601666.SH
600721.SH,000609.SZ,000564.SZ,000812.SZ,600666.SH
600722.SH,300135.SZ,600226.SH,600074.SH,002676.SZ
600723.SH,002283.SZ,002283.SZ,000812.SZ,300071.SZ
600724.SH,600257.SH,600257.SH,600257.SH,600257.SH
600725.SH,600725.SH,600725.SH,600725.SH,600725.SH
600726.SH,002739.SZ,002739.SZ,002739.SZ,002739.SZ
600727.SH,002263.SZ,002263.SZ,000540.SZ,000540.SZ
600728.SH,601688.SH,601688.SH,601688.SH,601688.SH
600729.SH,000735.SZ,000735.SZ,300170.SZ,300170.SZ
600730.SH,002487.SZ,002487.SZ,002473.SZ,600680.SH
600731.SH,600610.SH,600610.SH,600610.SH,000156.SZ
600732.SH,600732.SH,600732.SH,600732.SH,600732.SH
600733.SH,600733.SH,600733.SH,600733.SH,600733.SH
600734.SH,600734.SH,600734.SH,600734.SH,600734.SH
600735.SH,600735.SH,600735.SH,600735.SH,600735.SH
600736.SH,300079.SZ,300079.SZ,000859.SZ,000859.SZ
600737.SH,600680.SH,600680.SH,600680.SH,600680.SH
600738.SH,002070.SZ,002070.SZ,002070.SZ,002070.SZ
600739.SH,601216.SH,601633.SH,601633.SH,000685.SZ
600740.SH,600019.SH,600019.SH,601360.SH,601360.SH
600741.SH,000333.SZ,600702.SH,600702.SH,601012.SH
600742.SH,000540.SZ,600791.SH,600791.SH,300284.SZ
600743.SH,600157.SH,600157.SH,600157.SH,600157.SH
600744.SH,601179.SH,601179.SH,601179.SH,601179.SH
600745.SH,002714.SZ,000858.SZ,600900.SH,600900.SH
600746.SH,600193.SH,600193.SH,600193.SH,600193.SH
600747.SH,600747.SH,600747.SH,600747.SH,600747.SH
600748.SH,603000.SH,603000.SH,002017.SZ,002017.SZ
600749.SH,002122.SZ,002122.SZ,002112.SZ,002112.SZ
600750.SH,002739.SZ,002739.SZ,002739.SZ,002739.SZ
600751.SH,002344.SZ,600666.SH,600527.SH,600527.SH
600753.SH,600753.SH,600753.SH,600753.SH,600753.SH
600754.SH,603515.SH,000673.SZ,000673.SZ,601113.SH
600755.SH,601919.SH,601919.SH,600133.SH,600133.SH
600756.SH,603000.SH,603000.SH,603000.SH,002017.SZ
600757.SH,002070.SZ,002070.SZ,600680.SH,600680.SH
600758.SH,002263.SZ,002263.SZ,002263.SZ,600834.SH
600759.SH,002473.SZ,002473.SZ,002473.SZ,300440.SZ
600760.SH,002382.SZ,002382.SZ,000528.SZ,000528.SZ
600761.SH,002070.SZ,002070.SZ,002070.SZ,002070.SZ
600763.SH,000661.SZ,000661.SZ,603288.SH,603288.SH
600764.SH,601216.SH,002545.SZ,002545.SZ,002545.SZ
600765.SH,600435.SH,600193.SH,600193.SH,600193.SH
600766.SH,002473.SZ,601968.SH,601968.SH,002606.SZ
600767.SH,300440.SZ,002606.SZ,002606.SZ,002606.SZ
600768.SH,600768.SH,600768.SH,600768.SH,600768.SH
600769.SH,300200.SZ,600343.SH,000863.SZ,600662.SH
600770.SH,002263.SZ,002263.SZ,002453.SZ,000156.SZ
600771.SH,603816.SH,000673.SZ,000673.SZ,000673.SZ
600773.SH,600255.SH,600666.SH,300278.SZ,002739.SZ
600774.SH,000506.SZ,000812.SZ,002667.SZ,002667.SZ
600775.SH,600677.SH,600680.SH,600680.SH,600680.SH
600776.SH,002243.SZ,002243.SZ,002243.SZ,002243.SZ
600777.SH,000540.SZ,000540.SZ,002739.SZ,002739.SZ
600778.SH,002487.SZ,002473.SZ,002473.SZ,600370.SH
600779.SH,600809.SH,600809.SH,600809.SH,600809.SH
600780.SH,601718.SH,002739.SZ,002739.SZ,002739.SZ
600781.SH,000540.SZ,000540.SZ,000540.SZ,000540.SZ
600782.SH,000932.SZ,600516.SH,600516.SH,600516.SH
600783.SH,600680.SH,600680.SH,600680.SH,600680.SH
600784.SH,600370.SH,002606.SZ,002606.SZ,002606.SZ
600785.SH,002739.SZ,002739.SZ,002739.SZ,002739.SZ
600787.SH,600559.SH,600515.SH,600515.SH,600515.SH
600789.SH,300348.SZ,002258.SZ,002258.SZ,002258.SZ
600790.SH,002739.SZ,002739.SZ,002739.SZ,002739.SZ
600791.SH,600959.SH,600959.SH,600959.SH,600666.SH
600792.SH,002263.SZ,002263.SZ,300022.SZ,002816.SZ
600793.SH,600074.SH,600074.SH,600074.SH,002739.SZ
600794.SH,000720.SZ,000720.SZ,000720.SZ,000720.SZ
600795.SH,000793.SZ,000793.SZ,300032.SZ,600634.SH
600796.SH,600084.SH,002076.SZ,002076.SZ,002606.SZ
600797.SH,600797.SH,600797.SH,600797.SH,600797.SH
600798.SH,600428.SH,000973.SZ,000973.SZ,002074.SZ
600800.SH,600156.SH,600156.SH,002070.SZ,600680.SH
600801.SH,300146.SZ,300146.SZ,300146.SZ,300146.SZ
600802.SH,600800.SH,600784.SH,600784.SH,600680.SH
600803.SH,000540.SZ,002739.SZ,002739.SZ,002739.SZ
600804.SH,300090.SZ,300090.SZ,300090.SZ,300090.SZ
600805.SH,600653.SH,000156.SZ,300154.SZ,002473.SZ
600807.SH,600807.SH,600807.SH,600807.SH,600807.SH
600808.SH,600282.SH,601101.SH,601101.SH,601101.SH
600809.SH,600779.SH,000568.SZ,000568.SZ,000568.SZ
600810.SH,000636.SZ,000636.SZ,000636.SZ,000636.SZ
600811.SH,002619.SZ,002619.SZ,002619.SZ,002619.SZ
600812.SH,002070.SZ,002070.SZ,002070.SZ,002070.SZ
600814.SH,600814.SH,600814.SH,600814.SH,600814.SH
600815.SH,002143.SZ,002076.SZ,002076.SZ,002076.SZ
600816.SH,002426.SZ,002426.SZ,002638.SZ,002638.SZ
600817.SH,000812.SZ,000812.SZ,000812.SZ,000812.SZ
600818.SH,600051.SH,601801.SH,601801.SH,601801.SH
600819.SH,000812.SZ,000812.SZ,002786.SZ,002786.SZ
600820.SH,600982.SH,600193.SH,600193.SH,600193.SH
600821.SH,000038.SZ,000038.SZ,300148.SZ,300148.SZ
600822.SH,002263.SZ,002263.SZ,002263.SZ,002263.SZ
600823.SH,002447.SZ,002070.SZ,002070.SZ,300163.SZ
600824.SH,000812.SZ,000812.SZ,000812.SZ,000812.SZ
600825.SH,002070.SZ,002070.SZ,002070.SZ,002070.SZ
600826.SH,600759.SH,600318.SH,600318.SH,600318.SH
600827.SH,000700.SZ,002283.SZ,002748.SZ,600415.SH
600828.SH,002175.SZ,002175.SZ,002175.SZ,002143.SZ
600829.SH,600628.SH,600628.SH,002018.SZ,002018.SZ
600830.SH,000812.SZ,000812.SZ,000812.SZ,000812.SZ
600831.SH,002674.SZ,600680.SH,600680.SH,600680.SH
600833.SH,000812.SZ,000812.SZ,000812.SZ,000812.SZ
600834.SH,002103.SZ,002103.SZ,002103.SZ,002103.SZ
600835.SH,000913.SZ,000035.SZ,000035.SZ,000035.SZ
600836.SH,002487.SZ,002487.SZ,002487.SZ,002606.SZ
600837.SH,600061.SH,601555.SH,601555.SH,600556.SH
600838.SH,000428.SZ,000428.SZ,300148.SZ,300148.SZ
600839.SH,600611.SH,002070.SZ,600680.SH,600680.SH
600841.SH,000566.SZ,002739.SZ,002739.SZ,002739.SZ
600843.SH,000564.SZ,000564.SZ,002325.SZ,000038.SZ
600844.SH,600829.SH,600829.SH,600829.SH,002756.SZ
600845.SH,300226.SZ,300226.SZ,trade_date,trade_date
600846.SH,600111.SH,600111.SH,601600.SH,601600.SH
600847.SH,002052.SZ,600680.SH,600680.SH,002606.SZ
600848.SH,603318.SH,002373.SZ,600030.SH,600030.SH
600850.SH,300079.SZ,300079.SZ,600680.SH,000862.SZ
600851.SH,002426.SZ,002426.SZ,002426.SZ,002426.SZ
600853.SH,002059.SZ,600610.SH,600610.SH,600610.SH
600854.SH,600666.SH,600666.SH,600666.SH,600666.SH
600855.SH,600855.SH,600855.SH,600855.SH,600855.SH
600856.SH,002739.SZ,002739.SZ,002739.SZ,002739.SZ
600857.SH,600257.SH,600257.SH,600257.SH,600257.SH
600858.SH,600381.SH,000564.SZ,300336.SZ,300336.SZ
600859.SH,600859.SH,600859.SH,600859.SH,600859.SH
600860.SH,600268.SH,600268.SH,600680.SH,600680.SH
600861.SH,000722.SZ,600610.SH,600610.SH,600662.SH
600862.SH,601555.SH,601555.SH,601555.SH,600837.SH
600863.SH,600837.SH,600837.SH,600837.SH,600556.SH
600864.SH,600505.SH,000686.SZ,000686.SZ,601928.SH
600865.SH,600838.SH,000428.SZ,002606.SZ,002606.SZ
600866.SH,000720.SZ,600680.SH,600680.SH,600680.SH
600867.SH,600521.SH,600521.SH,600521.SH,600521.SH
600868.SH,000156.SZ,000156.SZ,000156.SZ,000156.SZ
600869.SH,002070.SZ,002070.SZ,600193.SH,600193.SH
600870.SH,600318.SH,600318.SH,002018.SZ,002018.SZ
600871.SH,000156.SZ,000156.SZ,000156.SZ,000156.SZ
300280.SZ,002470.SZ,002470.SZ,002470.SZ,600681.SH
300281.SZ,000925.SZ,600666.SH,600666.SH,600666.SH
300282.SZ,002070.SZ,600610.SH,600680.SH,600680.SH
300283.SZ,300218.SZ,002786.SZ,002606.SZ,002606.SZ
300284.SZ,002739.SZ,002739.SZ,002739.SZ,002739.SZ
300285.SZ,300422.SZ,600666.SH,600666.SH,600666.SH
300286.SZ,000812.SZ,000812.SZ,000812.SZ,000812.SZ
300287.SZ,000564.SZ,000564.SZ,000564.SZ,000564.SZ
300288.SZ,002739.SZ,002739.SZ,002739.SZ,002622.SZ
300289.SZ,000965.SZ,000965.SZ,000158.SZ,000158.SZ
300290.SZ,002070.SZ,002070.SZ,002070.SZ,600615.SH
300291.SZ,002103.SZ,002103.SZ,002103.SZ,002103.SZ
300292.SZ,600610.SH,600680.SH,600680.SH,600517.SH
300293.SZ,300173.SZ,000564.SZ,000564.SZ,000564.SZ
300294.SZ,600666.SH,600666.SH,600666.SH,600666.SH
300295.SZ,002590.SZ,600666.SH,300278.SZ,300278.SZ
300296.SZ,600666.SH,002143.SZ,002143.SZ,002143.SZ
300297.SZ,000564.SZ,000564.SZ,000564.SZ,000564.SZ
300298.SZ,600515.SH,600515.SH,600515.SH,002739.SZ
300299.SZ,300466.SZ,300466.SZ,300466.SZ,002606.SZ
300300.SZ,000564.SZ,002219.SZ,002219.SZ,002219.SZ
300301.SZ,002263.SZ,002263.SZ,002263.SZ,600610.SH
300302.SZ,300173.SZ,300173.SZ,300173.SZ,002619.SZ
300303.SZ,002206.SZ,300443.SZ,300443.SZ,002580.SZ
300304.SZ,002606.SZ,300364.SZ,300364.SZ,300364.SZ
300305.SZ,600680.SH,600680.SH,600680.SH,600680.SH
300306.SZ,600870.SH,002604.SZ,002604.SZ,002604.SZ
300307.SZ,601969.SH,000700.SZ,000700.SZ,600894.SH
300308.SZ,000418.SZ,000418.SZ,000418.SZ,000418.SZ
300309.SZ,002252.SZ,002252.SZ,002252.SZ,002485.SZ
300310.SZ,002143.SZ,001896.SZ,600318.SH,002606.SZ
300311.SZ,300158.SZ,300158.SZ,002122.SZ,002122.SZ
300312.SZ,600084.SH,600084.SH,600084.SH,002175.SZ
300313.SZ,002739.SZ,002739.SZ,002739.SZ,002739.SZ
300314.SZ,300173.SZ,000564.SZ,000564.SZ,000971.SZ
300315.SZ,002103.SZ,002103.SZ,002103.SZ,000971.SZ
300316.SZ,300274.SZ,300567.SZ,300567.SZ,002451.SZ
300317.SZ,002143.SZ,002143.SZ,002638.SZ,002606.SZ
300318.SZ,000564.SZ,000564.SZ,000564.SZ,000038.SZ
300319.SZ,300319.SZ,300319.SZ,300319.SZ,300319.SZ
300320.SZ,600666.SH,600666.SH,002694.SZ,002739.SZ
300321.SZ,300163.SZ,300163.SZ,300163.SZ,002667.SZ
300322.SZ,600680.SH,600680.SH,600680.SH,603012.SH
300323.SZ,300323.SZ,300323.SZ,300323.SZ,300323.SZ
300324.SZ,002739.SZ,600666.SH,600666.SH,600666.SH
300325.SZ,002385.SZ,000610.SZ,000610.SZ,000610.SZ
300326.SZ,002070.SZ,600680.SH,002607.SZ,002607.SZ
300327.SZ,600685.SH,600685.SH,600685.SH,600610.SH
300328.SZ,002604.SZ,002604.SZ,002604.SZ,002604.SZ
300329.SZ,600257.SH,600257.SH,002787.SZ,002606.SZ
300330.SZ,300354.SZ,600680.SH,600680.SH,600610.SH
300331.SZ,600610.SH,600610.SH,600610.SH,600610.SH
300332.SZ,002103.SZ,002103.SZ,002103.SZ,002103.SZ
300333.SZ,000939.SZ,000939.SZ,000939.SZ,600257.SH
300334.SZ,600666.SH,300320.SZ,300320.SZ,300320.SZ
300335.SZ,002739.SZ,002739.SZ,002739.SZ,002739.SZ
300336.SZ,002219.SZ,002739.SZ,002739.SZ,002739.SZ
300337.SZ,002739.SZ,002739.SZ,002739.SZ,002739.SZ
300338.SZ,000417.SZ,000417.SZ,002122.SZ,002122.SZ
300339.SZ,300352.SZ,300379.SZ,300546.SZ,600666.SH
300340.SZ,002739.SZ,002739.SZ,002739.SZ,002739.SZ
300341.SZ,002059.SZ,000722.SZ,600610.SH,002037.SZ
300342.SZ,002033.SZ,002033.SZ,600608.SH,300111.SZ
300343.SZ,002739.SZ,002739.SZ,002739.SZ,002739.SZ
300344.SZ,300278.SZ,002684.SZ,002684.SZ,002684.SZ
300345.SZ,000939.SZ,000939.SZ,600680.SH,600680.SH
300346.SZ,600221.SH,600666.SH,600666.SH,300032.SZ
300347.SZ,600436.SH,600436.SH,600436.SH,600436.SH
300348.SZ,600401.SH,600401.SH,600401.SH,600401.SH
300349.SZ,002622.SZ,300038.SZ,002622.SZ,002622.SZ
300350.SZ,600666.SH,002606.SZ,002606.SZ,002606.SZ
300351.SZ,300173.SZ,300173.SZ,300173.SZ,300173.SZ
300352.SZ,300379.SZ,002473.SZ,002473.SZ,002473.SZ
300353.SZ,002263.SZ,600877.SH,600877.SH,300134.SZ
300354.SZ,300489.SZ,600605.SH,600680.SH,600680.SH
300355.SZ,600165.SH,000541.SZ,002085.SZ,600666.SH
300356.SZ,300063.SZ,002606.SZ,002606.SZ,002606.SZ
300357.SZ,002050.SZ,600703.SH,600703.SH,002061.SZ
300358.SZ,002739.SZ,002739.SZ,002739.SZ,002219.SZ
300359.SZ,000679.SZ,600666.SH,000564.SZ,000038.SZ
300360.SZ,002619.SZ,000812.SZ,002619.SZ,002606.SZ
300362.SZ,002739.SZ,002739.SZ,600666.SH,600666.SH
300363.SZ,600610.SH,600610.SH,600610.SH,600610.SH
300364.SZ,002354.SZ,002354.SZ,002694.SZ,002694.SZ
300365.SZ,002005.SZ,002005.SZ,002005.SZ,002005.SZ
300366.SZ,300543.SZ,300063.SZ,300063.SZ,300403.SZ
300367.SZ,300367.SZ,300367.SZ,300367.SZ,300367.SZ
300368.SZ,601968.SH,002473.SZ,002473.SZ,002473.SZ
300369.SZ,300379.SZ,002473.SZ,002473.SZ,002473.SZ
300370.SZ,600538.SH,002070.SZ,002070.SZ,600680.SH
300371.SZ,002739.SZ,002739.SZ,002739.SZ,600666.SH
300373.SZ,600196.SH,603799.SH,603799.SH,603799.SH
